device,model,task,image_id,latency_ms,resolution,measured_at
cuda,sam2-tiny,segmentation,000000000025,147.77975600009086,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000030,147.0871689998603,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000034,150.29811500016876,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000036,146.0885460001009,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000042,148.60047899992423,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000049,155.48400199986645,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000061,146.83260500032702,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000064,153.52712900039478,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000071,149.09491399976105,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000072,154.03486100012742,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000073,149.73533200009115,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000074,153.58680000008462,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000077,148.25467299988304,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000078,170.85762499982593,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000081,148.45463600022413,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000086,147.459484999672,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000089,154.44189600020763,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000092,175.50473299979785,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000094,173.22860900003434,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000109,164.8891069999081,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000110,171.97164200024417,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000113,172.38451200000782,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000127,171.56859300030192,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000133,171.57159499993213,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000136,172.83344299994496,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000138,178.1565269998282,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000142,172.51531200008685,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000143,172.9343599999993,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000144,170.52317500019853,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000149,176.16586600024675,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000151,171.33421900007306,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000154,176.96841099996163,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000164,192.64939000004233,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000165,157.66809800015835,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000192,153.46077999993213,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000194,148.5087900000508,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000196,153.37060399997426,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000201,147.05188800007818,640,2026-07-01
